t_ms,V_mV,n,h,alpha,volL_L,PAO2_mmHg,PaO2_mmHg,gtonic_nS,SaO2_pct
7.69395434e+03,-2.78722931e+01,5.30344073e-02,7.39307178e-01,6.94548315e-03,2.28028689e+00,8.52843114e+01,7.73957257e+01,1.91377275e-01,9.38606222e+01
7.69395883e+03,-2.76560215e+01,5.32726482e-02,7.39306291e-01,6.94546349e-03,2.28029624e+00,8.52845045e+01,7.73957648e+01,1.91377024e-01,9.38606295e+01
7.69396333e+03,-2.74344523e+01,5.35179490e-02,7.39305388e-01,6.94544434e-03,2.28030558e+00,8.52846976e+01,7.73958039e+01,1.91376774e-01,9.38606368e+01
7.69396783e+03,-2.72075369e+01,5.37706700e-02,7.39304467e-01,6.94542575e-03,2.28031492e+00,8.52848907e+01,7.73958430e+01,1.91376524e-01,9.38606441e+01
7.69397233e+03,-2.69752395e+01,5.40311925e-02,7.39303528e-01,6.94540775e-03,2.28032426e+00,8.52850837e+01,7.73958821e+01,1.91376274e-01,9.38606514e+01
7.69397682e+03,-2.67375376e+01,5.42999195e-02,7.39302569e-01,6.94539039e-03,2.28033361e+00,8.52852768e+01,7.73959213e+01,1.91376024e-01,9.38606586e+01
7.69398052e+03,-2.65381987e+01,5.45271361e-02,7.39301767e-01,6.94537663e-03,2.28034128e+00,8.52854354e+01,7.73959534e+01,1.91375819e-01,9.38606646e+01
7.69398421e+03,-2.63352100e+01,5.47604257e-02,7.39300952e-01,6.94536336e-03,2.28034896e+00,8.52855940e+01,7.73959856e+01,1.91375613e-01,9.38606706e+01
7.69398791e+03,-2.61285824e+01,5.50000478e-02,7.39300122e-01,6.94535060e-03,2.28035663e+00,8.52857527e+01,7.73960177e+01,1.91375408e-01,9.38606766e+01
7.69399160e+03,-2.59183345e+01,5.52462733e-02,7.39299277e-01,6.94533840e-03,2.28036431e+00,8.52859113e+01,7.73960498e+01,1.91375202e-01,9.38606826e+01
7.69399530e+03,-2.57044927e+01,5.54993853e-02,7.39298416e-01,6.94532677e-03,2.28037198e+00,8.52860699e+01,7.73960820e+01,1.91374996e-01,9.38606886e+01
7.69399899e+03,-2.54870914e+01,5.57596792e-02,7.39297540e-01,6.94531576e-03,2.28037966e+00,8.52862285e+01,7.73961141e+01,1.91374791e-01,9.38606945e+01
7.69400269e+03,-2.52661729e+01,5.60274630e-02,7.39296648e-01,6.94530540e-03,2.28038734e+00,8.52863870e+01,7.73961463e+01,1.91374585e-01,9.38607005e+01
7.69400638e+03,-2.50417879e+01,5.63030581e-02,7.39295738e-01,6.94529574e-03,2.28039501e+00,8.52865456e+01,7.73961784e+01,1.91374380e-01,9.38607065e+01
7.69401008e+03,-2.48139950e+01,5.65867991e-02,7.39294811e-01,6.94528682e-03,2.28040269e+00,8.52867042e+01,7.73962106e+01,1.91374174e-01,9.38607125e+01
7.69401377e+03,-2.45828606e+01,5.68790344e-02,7.39293866e-01,6.94527867e-03,2.28041036e+00,8.52868628e+01,7.73962427e+01,1.91373969e-01,9.38607185e+01
7.69401747e+03,-2.43484590e+01,5.71801268e-02,7.39292902e-01,6.94527136e-03,2.28041803e+00,8.52870214e+01,7.73962749e+01,1.91373763e-01,9.38607245e+01
7.69402116e+03,-2.41108720e+01,5.74904531e-02,7.39291918e-01,6.94526493e-03,2.28042571e+00,8.52871799e+01,7.73963071e+01,1.91373558e-01,9.38607304e+01
7.69402486e+03,-2.38701885e+01,5.78104052e-02,7.39290915e-01,6.94525944e-03,2.28043338e+00,8.52873385e+01,7.73963392e+01,1.91373352e-01,9.38607364e+01
7.69402855e+03,-2.36265044e+01,5.81403899e-02,7.39289891e-01,6.94525494e-03,2.28044106e+00,8.52874970e+01,7.73963714e+01,1.91373147e-01,9.38607424e+01
7.69403225e+03,-2.33799216e+01,5.84808294e-02,7.39288845e-01,6.94525150e-03,2.28044873e+00,8.52876556e+01,7.73964035e+01,1.91372941e-01,9.38607484e+01
7.69403594e+03,-2.31305483e+01,5.88321614e-02,7.39287777e-01,6.94524918e-03,2.28045641e+00,8.52878142e+01,7.73964357e+01,1.91372735e-01,9.38607544e+01
7.69403964e+03,-2.28784978e+01,5.91948395e-02,7.39286687e-01,6.94524806e-03,2.28046408e+00,8.52879727e+01,7.73964678e+01,1.91372530e-01,9.38607604e+01
7.69404333e+03,-2.26238883e+01,5.95693334e-02,7.39285573e-01,6.94524820e-03,2.28047176e+00,8.52881312e+01,7.73965000e+01,1.91372324e-01,9.38607664e+01
7.69404703e+03,-2.23668422e+01,5.99561289e-02,7.39284435e-01,6.94524969e-03,2.28047943e+00,8.52882898e+01,7.73965322e+01,1.91372119e-01,9.38607723e+01
7.69405072e+03,-2.21074853e+01,6.03557287e-02,7.39283271e-01,6.94525260e-03,2.28048710e+00,8.52884483e+01,7.73965643e+01,1.91371913e-01,9.38607783e+01
7.69405533e+03,-2.17809605e+01,6.08728621e-02,7.39281784e-01,6.94525837e-03,2.28049668e+00,8.52886460e+01,7.73966044e+01,1.91371657e-01,9.38607858e+01
7.69405995e+03,-2.14508418e+01,6.14125230e-02,7.39280253e-01,6.94526669e-03,2.28050626e+00,8.52888440e+01,7.73966446e+01,1.91371400e-01,9.38607933e+01
7.69406456e+03,-2.11178355e+01,6.19751053e-02,7.39278679e-01,6.94527776e-03,2.28051584e+00,8.52890420e+01,7.73966848e+01,1.91371143e-01,9.38608007e+01
7.69407122e+03,-2.06326734e+01,6.28297465e-02,7.39276328e-01,6.94529899e-03,2.28052968e+00,8.52893277e+01,7.73967428e+01,1.91370772e-01,9.38608115e+01
7.69407548e+03,-2.03202046e+01,6.34036379e-02,7.39274775e-01,6.94531608e-03,2.28053851e+00,8.52895103e+01,7.73967798e+01,1.91370535e-01,9.38608184e+01
7.69407973e+03,-2.00060281e+01,6.40003990e-02,7.39273180e-01,6.94533616e-03,2.28054735e+00,8.52896928e+01,7.73968168e+01,1.91370299e-01,9.38608253e+01
7.69408399e+03,-1.96903452e+01,6.46210283e-02,7.39271543e-01,6.94535942e-03,2.28055619e+00,8.52898753e+01,7.73968539e+01,1.91370062e-01,9.38608322e+01
7.69408824e+03,-1.93733534e+01,6.52665557e-02,7.39269861e-01,6.94538609e-03,2.28056503e+00,8.52900579e+01,7.73968909e+01,1.91369825e-01,9.38608391e+01
7.69409250e+03,-1.90552463e+01,6.59380421e-02,7.39268134e-01,6.94541639e-03,2.28057386e+00,8.52902404e+01,7.73969280e+01,1.91369588e-01,9.38608460e+01
7.69409675e+03,-1.87362129e+01,6.66365797e-02,7.39266361e-01,6.94545058e-03,2.28058270e+00,8.52904229e+01,7.73969650e+01,1.91369351e-01,9.38608529e+01
7.69410101e+03,-1.84164363e+01,6.73632921e-02,7.39264539e-01,6.94548889e-03,2.28059154e+00,8.52906054e+01,7.73970021e+01,1.91369114e-01,9.38608598e+01
7.69410527e+03,-1.80960944e+01,6.81193339e-02,7.39262668e-01,6.94553162e-03,2.28060037e+00,8.52907880e+01,7.73970391e+01,1.91368877e-01,9.38608667e+01
7.69410952e+03,-1.77753585e+01,6.89058911e-02,7.39260746e-01,6.94557905e-03,2.28060921e+00,8.52909705e+01,7.73970762e+01,1.91368641e-01,9.38608736e+01
7.69411324e+03,-1.74948149e+01,6.96193567e-02,7.39259024e-01,6.94562459e-03,2.28061693e+00,8.52911300e+01,7.73971086e+01,1.91368433e-01,9.38608796e+01
7.69411696e+03,-1.72142023e+01,7.03578978e-02,7.39257260e-01,6.94567417e-03,2.28062466e+00,8.52912895e+01,7.73971410e+01,1.91368226e-01,9.38608857e+01
7.69412068e+03,-1.69336229e+01,7.11223643e-02,7.39255454e-01,6.94572800e-03,2.28063238e+00,8.52914490e+01,7.73971734e+01,1.91368019e-01,9.38608917e+01
7.69412440e+03,-1.66531746e+01,7.19136235e-02,7.39253606e-01,6.94578633e-03,2.28064011e+00,8.52916086e+01,7.73972058e+01,1.91367812e-01,9.38608977e+01
7.69412812e+03,-1.63729513e+01,7.27325603e-02,7.39251714e-01,6.94584940e-03,2.28064783e+00,8.52917681e+01,7.73972382e+01,1.91367605e-01,9.38609037e+01
7.69413184e+03,-1.60930432e+01,7.35800770e-02,7.39249776e-01,6.94591746e-03,2.28065556e+00,8.52919276e+01,7.73972706e+01,1.91367398e-01,9.38609098e+01
7.69413556e+03,-1.58135364e+01,7.44570929e-02,7.39247793e-01,6.94599077e-03,2.28066328e+00,8.52920871e+01,7.73973030e+01,1.91367191e-01,9.38609158e+01
7.69413928e+03,-1.55345129e+01,7.53645441e-02,7.39245763e-01,6.94606962e-03,2.28067100e+00,8.52922466e+01,7.73973354e+01,1.91366984e-01,9.38609218e+01
7.69414300e+03,-1.52560513e+01,7.63033831e-02,7.39243686e-01,6.94615429e-03,2.28067873e+00,8.52924061e+01,7.73973677e+01,1.91366777e-01,9.38609279e+01
7.69414672e+03,-1.49782262e+01,7.72745787e-02,7.39241559e-01,6.94624508e-03,2.28068645e+00,8.52925656e+01,7.73974001e+01,1.91366570e-01,9.38609339e+01
7.69415043e+03,-1.47011087e+01,7.82791154e-02,7.39239383e-01,6.94634230e-03,2.28069418e+00,8.52927252e+01,7.73974325e+01,1.91366362e-01,9.38609399e+01
7.69415415e+03,-1.44247664e+01,7.93179929e-02,7.39237155e-01,6.94644628e-03,2.28070190e+00,8.52928847e+01,7.73974649e+01,1.91366155e-01,9.38609460e+01
7.69415787e+03,-1.41492635e+01,8.03922260e-02,7.39234876e-01,6.94655735e-03,2.28070963e+00,8.52930442e+01,7.73974973e+01,1.91365948e-01,9.38609520e+01
7.69416159e+03,-1.38746609e+01,8.15028439e-02,7.39232544e-01,6.94667587e-03,2.28071735e+00,8.52932037e+01,7.73975298e+01,1.91365741e-01,9.38609580e+01
7.69416531e+03,-1.36010165e+01,8.26508893e-02,7.39230158e-01,6.94680218e-03,2.28072508e+00,8.52933632e+01,7.73975622e+01,1.91365534e-01,9.38609641e+01
7.69416903e+03,-1.33283851e+01,8.38374187e-02,7.39227716e-01,6.94693666e-03,2.28073280e+00,8.52935227e+01,7.73975946e+01,1.91365327e-01,9.38609701e+01
7.69417275e+03,-1.30568187e+01,8.50635007e-02,7.39225219e-01,6.94707970e-03,2.28074053e+00,8.52936822e+01,7.73976270e+01,1.91365120e-01,9.38609761e+01
7.69417647e+03,-1.27863665e+01,8.63302160e-02,7.39222664e-01,6.94723169e-03,2.28074825e+00,8.52938418e+01,7.73976594e+01,1.91364912e-01,9.38609821e+01
7.69418019e+03,-1.25170752e+01,8.76386566e-02,7.39220051e-01,6.94739304e-03,2.28075598e+00,8.52940013e+01,7.73976918e+01,1.91364705e-01,9.38609882e+01
7.69418391e+03,-1.22489889e+01,8.89899247e-02,7.39217379e-01,6.94756417e-03,2.28076370e+00,8.52941608e+01,7.73977242e+01,1.91364498e-01,9.38609942e+01
7.69418763e+03,-1.19821496e+01,9.03851321e-02,7.39214647e-01,6.94774552e-03,2.28077143e+00,8.52943203e+01,7.73977566e+01,1.91364291e-01,9.38610002e+01
7.69419135e+03,-1.17165969e+01,9.18253992e-02,7.39211853e-01,6.94793753e-03,2.28077916e+00,8.52944799e+01,7.73977890e+01,1.91364084e-01,9.38610063e+01
7.69419507e+03,-1.14523682e+01,9.33118540e-02,7.39208997e-01,6.94814066e-03,2.28078688e+00,8.52946394e+01,7.73978214e+01,1.91363876e-01,9.38610123e+01
7.69419879e+03,-1.11894992e+01,9.48456313e-02,7.39206077e-01,6.94835537e-03,2.28079461e+00,8.52947989e+01,7.73978538e+01,1.91363669e-01,9.38610183e+01
7.69420251e+03,-1.09280236e+01,9.64278713e-02,7.39203093e-01,6.94858215e-03,2.28080233e+00,8.52949585e+01,7.73978862e+01,1.91363462e-01,9.38610244e+01
7.69420623e+03,-1.06679733e+01,9.80597186e-02,7.39200043e-01,6.94882148e-03,2.28081006e+00,8.52951180e+01,7.73979187e+01,1.91363255e-01,9.38610304e+01
7.69421070e+03,-1.03571905e+01,1.00089346e-01,7.39196287e-01,6.94912660e-03,2.28081935e+00,8.52953099e+01,7.73979576e+01,1.91363006e-01,9.38610377e+01
7.69421517e+03,-1.00485622e+01,1.02194366e-01,7.39192432e-01,6.94945148e-03,2.28082865e+00,8.52955018e+01,7.73979966e+01,1.91362756e-01,9.38610449e+01
7.69421964e+03,-9.74213499e+00,1.04376780e-01,7.39188478e-01,6.94979702e-03,2.28083794e+00,8.52956937e+01,7.73980356e+01,1.91362507e-01,9.38610522e+01
7.69422412e+03,-9.43795281e+00,1.06638583e-01,7.39184421e-01,6.95016415e-03,2.28084723e+00,8.52958856e+01,7.73980746e+01,1.91362258e-01,9.38610594e+01
7.69422859e+03,-9.13605696e+00,1.08981767e-01,7.39180261e-01,6.95055380e-03,2.28085653e+00,8.52960775e+01,7.73981136e+01,1.91362009e-01,9.38610667e+01
7.69423306e+03,-8.83648638e+00,1.11408312e-01,7.39175995e-01,6.95096693e-03,2.28086582e+00,8.52962694e+01,7.73981526e+01,1.91361760e-01,9.38610739e+01
7.69423754e+03,-8.53927779e+00,1.13920184e-01,7.39171621e-01,6.95140448e-03,2.28087512e+00,8.52964614e+01,7.73981915e+01,1.91361510e-01,9.38610812e+01
7.69424201e+03,-8.24446589e+00,1.16519328e-01,7.39167138e-01,6.95186743e-03,2.28088441e+00,8.52966533e+01,7.73982305e+01,1.91361261e-01,9.38610885e+01
7.69424648e+03,-7.95208350e+00,1.19207667e-01,7.39162544e-01,6.95235676e-03,2.28089371e+00,8.52968453e+01,7.73982695e+01,1.91361012e-01,9.38610957e+01
7.69425095e+03,-7.66216170e+00,1.21987098e-01,7.39157837e-01,6.95287344e-03,2.28090301e+00,8.52970373e+01,7.73983085e+01,1.91360763e-01,9.38611030e+01
7.69425543e+03,-7.37472998e+00,1.24859481e-01,7.39153016e-01,6.95341844e-03,2.28091231e+00,8.52972293e+01,7.73983475e+01,1.91360513e-01,9.38611102e+01
7.69425990e+03,-7.08981635e+00,1.27826641e-01,7.39148078e-01,6.95399276e-03,2.28092161e+00,8.52974214e+01,7.73983865e+01,1.91360264e-01,9.38611175e+01
7.69426437e+03,-6.80744748e+00,1.30890358e-01,7.39143021e-01,6.95459734e-03,2.28093091e+00,8.52976134e+01,7.73984255e+01,1.91360015e-01,9.38611247e+01
7.69426884e+03,-6.52764877e+00,1.34052365e-01,7.39137845e-01,6.95523317e-03,2.28094021e+00,8.52978055e+01,7.73984645e+01,1.91359765e-01,9.38611320e+01
7.69427332e+03,-6.25044447e+00,1.37314342e-01,7.39132548e-01,6.95590117e-03,2.28094951e+00,8.52979976e+01,7.73985035e+01,1.91359516e-01,9.38611393e+01
7.69427779e+03,-5.97585775e+00,1.40677907e-01,7.39127127e-01,6.95660230e-03,2.28095882e+00,8.52981898e+01,7.73985425e+01,1.91359267e-01,9.38611465e+01
7.69428226e+03,-5.70391082e+00,1.44144615e-01,7.39121581e-01,6.95733745e-03,2.28096812e+00,8.52983819e+01,7.73985815e+01,1.91359017e-01,9.38611538e+01
7.69428673e+03,-5.43462493e+00,1.47715949e-01,7.39115909e-01,6.95810753e-03,2.28097743e+00,8.52985741e+01,7.73986205e+01,1.91358768e-01,9.38611610e+01
7.69429121e+03,-5.16802053e+00,1.51393317e-01,7.39110108e-01,6.95891339e-03,2.28098673e+00,8.52987664e+01,7.73986595e+01,1.91358519e-01,9.38611683e+01
7.69429568e+03,-4.90411725e+00,1.55178043e-01,7.39104178e-01,6.95975589e-03,2.28099604e+00,8.52989587e+01,7.73986985e+01,1.91358269e-01,9.38611755e+01
7.69430015e+03,-4.64293400e+00,1.59071363e-01,7.39098117e-01,6.96063581e-03,2.28100535e+00,8.52991510e+01,7.73987375e+01,1.91358020e-01,9.38611828e+01
7.69430463e+03,-4.38448899e+00,1.63074420e-01,7.39091923e-01,6.96155393e-03,2.28101467e+00,8.52993433e+01,7.73987765e+01,1.91357771e-01,9.38611901e+01
7.69430910e+03,-4.12879981e+00,1.67188256e-01,7.39085595e-01,6.96251098e-03,2.28102398e+00,8.52995357e+01,7.73988155e+01,1.91357521e-01,9.38611973e+01
7.69431357e+03,-3.87588345e+00,1.71413805e-01,7.39079132e-01,6.96350766e-03,2.28103329e+00,8.52997281e+01,7.73988545e+01,1.91357272e-01,9.38612046e+01
7.69431847e+03,-3.60219484e+00,1.76168916e-01,7.39071898e-01,6.96464499e-03,2.28104349e+00,8.52999389e+01,7.73988973e+01,1.91356999e-01,9.38612125e+01
7.69432336e+03,-3.33187007e+00,1.81059825e-01,7.39064499e-01,6.96583136e-03,2.28105369e+00,8.53001497e+01,7.73989400e+01,1.91356726e-01,9.38612205e+01
7.69432826e+03,-3.06492925e+00,1.86087272e-01,7.39056933e-01,6.96706749e-03,2.28106390e+00,8.53003605e+01,7.73989827e+01,1.91356453e-01,9.38612284e+01
7.69433316e+03,-2.80139184e+00,1.91251812e-01,7.39049197e-01,6.96835402e-03,2.28107411e+00,8.53005714e+01,7.73990254e+01,1.91356180e-01,9.38612364e+01
7.69433805e+03,-2.54127666e+00,1.96553805e-01,7.39041291e-01,6.96969151e-03,2.28108431e+00,8.53007824e+01,7.73990681e+01,1.91355907e-01,9.38612443e+01
7.69434295e+03,-2.28460195e+00,2.01993407e-01,7.39033212e-01,6.97108044e-03,2.28109453e+00,8.53009934e+01,7.73991108e+01,1.91355633e-01,9.38612523e+01
7.69434785e+03,-2.03138540e+00,2.07570565e-01,7.39024961e-01,6.97252122e-03,2.28110474e+00,8.53012045e+01,7.73991536e+01,1.91355360e-01,9.38612602e+01
7.69435274e+03,-1.78164415e+00,2.13285007e-01,7.39016534e-01,6.97401418e-03,2.28111496e+00,8.53014157e+01,7.73991963e+01,1.91355087e-01,9.38612682e+01
7.69435764e+03,-1.53539486e+00,2.19136239e-01,7.39007932e-01,6.97555955e-03,2.28112518e+00,8.53016270e+01,7.73992390e+01,1.91354814e-01,9.38612761e+01
7.69436254e+03,-1.29265373e+00,2.25123535e-01,7.38999152e-01,6.97715749e-03,2.28113540e+00,8.53018383e+01,7.73992817e+01,1.91354541e-01,9.38612841e+01
7.69436743e+03,-1.05343651e+00,2.31245934e-01,7.38990195e-01,6.97880809e-03,2.28114563e+00,8.53020497e+01,7.73993244e+01,1.91354268e-01,9.38612920e+01
7.69437233e+03,-8.17758534e-01,2.37502234e-01,7.38981058e-01,6.98051133e-03,2.28115585e+00,8.53022612e+01,7.73993672e+01,1.91353995e-01,9.38613000e+01
7.69437723e+03,-5.85634758e-01,2.43890989e-01,7.38971742e-01,6.98226713e-03,2.28116609e+00,8.53024728e+01,7.73994099e+01,1.91353722e-01,9.38613079e+01
7.69438212e+03,-3.57079781e-01,2.50410506e-01,7.38962246e-01,6.98407533e-03,2.28117632e+00,8.53026845e+01,7.73994526e+01,1.91353448e-01,9.38613159e+01
7.69438702e+03,-1.32107868e-01,2.57058839e-01,7.38952568e-01,6.98593570e-03,2.28118656e+00,8.53028963e+01,7.73994954e+01,1.91353175e-01,9.38613239e+01
7.69439192e+03,8.92670150e-02,2.63833792e-01,7.38942709e-01,6.98784790e-03,2.28119680e+00,8.53031082e+01,7.73995381e+01,1.91352902e-01,9.38613318e+01
7.69439625e+03,2.82258466e-01,2.69936043e-01,7.38933827e-01,6.98958393e-03,2.28120588e+00,8.53032959e+01,7.73995759e+01,1.91352660e-01,9.38613388e+01
7.69440059e+03,4.72410026e-01,2.76133773e-01,7.38924803e-01,6.99135999e-03,2.28121495e+00,8.53034836e+01,7.73996138e+01,1.91352418e-01,9.38613459e+01
7.69440492e+03,6.59712486e-01,2.82424961e-01,7.38915636e-01,6.99317573e-03,2.28122403e+00,8.53036715e+01,7.73996516e+01,1.91352176e-01,9.38613529e+01
7.69440926e+03,8.44156757e-01,2.88807435e-01,7.38906326e-01,6.99503075e-03,2.28123311e+00,8.53038594e+01,7.73996895e+01,1.91351934e-01,9.38613600e+01
7.69441450e+03,1.06317154e+00,2.96636990e-01,7.38894887e-01,6.99732373e-03,2.28124408e+00,8.53040865e+01,7.73997352e+01,1.91351642e-01,9.38613685e+01
7.69441973e+03,1.27798548e+00,3.04591991e-01,7.38883240e-01,6.99967260e-03,2.28125506e+00,8.53043138e+01,7.73997809e+01,1.91351350e-01,9.38613770e+01
7.69442497e+03,1.48858303e+00,3.12667727e-01,7.38871384e-01,7.00207648e-03,2.28126605e+00,8.53045413e+01,7.73998266e+01,1.91351057e-01,9.38613855e+01
7.69443021e+03,1.69494872e+00,3.20859183e-01,7.38859321e-01,7.00453442e-03,2.28127704e+00,8.53047688e+01,7.73998724e+01,1.91350765e-01,9.38613940e+01
7.69443545e+03,1.89706714e+00,3.29161045e-01,7.38847051e-01,7.00704540e-03,2.28128803e+00,8.53049965e+01,7.73999181e+01,1.91350473e-01,9.38614025e+01
7.69444069e+03,2.09492292e+00,3.37567713e-01,7.38834575e-01,7.00960835e-03,2.28129903e+00,8.53052243e+01,7.73999638e+01,1.91350180e-01,9.38614110e+01
7.69444592e+03,2.28850063e+00,3.46073311e-01,7.38821894e-01,7.01222218e-03,2.28131004e+00,8.53054523e+01,7.74000096e+01,1.91349888e-01,9.38614195e+01
7.69445116e+03,2.47778480e+00,3.54671705e-01,7.38809009e-01,7.01488573e-03,2.28132105e+00,8.53056805e+01,7.74000553e+01,1.91349596e-01,9.38614281e+01
7.69445640e+03,2.66275989e+00,3.63356513e-01,7.38795922e-01,7.01759781e-03,2.28133207e+00,8.53059087e+01,7.74001010e+01,1.91349303e-01,9.38614366e+01
7.69446164e+03,2.84341022e+00,3.72121123e-01,7.38782634e-01,7.02035720e-03,2.28134309e+00,8.53061372e+01,7.74001468e+01,1.91349011e-01,9.38614451e+01
7.69446688e+03,3.01972003e+00,3.80958712e-01,7.38769148e-01,7.02316265e-03,2.28135412e+00,8.53063658e+01,7.74001925e+01,1.91348718e-01,9.38614536e+01
7.69447211e+03,3.19167338e+00,3.89862262e-01,7.38755464e-01,7.02601289e-03,2.28136515e+00,8.53065945e+01,7.74002383e+01,1.91348426e-01,9.38614621e+01
7.69447858e+03,3.39786780e+00,4.00931251e-01,7.38738308e-01,7.02959050e-03,2.28137878e+00,8.53068770e+01,7.74002947e+01,1.91348065e-01,9.38614726e+01
7.69448486e+03,3.59182755e+00,4.11760164e-01,7.38721356e-01,7.03312820e-03,2.28139202e+00,8.53071518e+01,7.74003496e+01,1.91347714e-01,9.38614828e+01
7.69449114e+03,3.77944094e+00,4.22647565e-01,7.38704133e-01,7.03672389e-03,2.28140528e+00,8.53074269e+01,7.74004045e+01,1.91347364e-01,9.38614930e+01
7.69449879e+03,3.99921424e+00,4.35960484e-01,7.38682809e-01,7.04117581e-03,2.28142143e+00,8.53077620e+01,7.74004713e+01,1.91346937e-01,9.38615055e+01
7.69450644e+03,4.20949049e+00,4.49316485e-01,7.38661100e-01,7.04570614e-03,2.28143760e+00,8.53080975e+01,7.74005381e+01,1.91346510e-01,9.38615179e+01
7.69451586e+03,4.45557734e+00,4.65805426e-01,7.38633822e-01,7.05139303e-03,2.28145754e+00,8.53085117e+01,7.74006204e+01,1.91345983e-01,9.38615332e+01
7.69452156e+03,4.59730502e+00,4.75770995e-01,7.38617061e-01,7.05488341e-03,2.28146962e+00,8.53087624e+01,7.74006702e+01,1.91345665e-01,9.38615425e+01
7.69452726e+03,4.73367220e+00,4.85720464e-01,7.38600104e-01,7.05841056e-03,2.28148170e+00,8.53090133e+01,7.74007200e+01,1.91345346e-01,9.38615518e+01
7.69453297e+03,4.86465947e+00,4.95643949e-01,7.38582958e-01,7.06197283e-03,2.28149378e+00,8.53092644e+01,7.74007698e+01,1.91345028e-01,9.38615610e+01
7.69453867e+03,4.99024826e+00,5.05531697e-01,7.38565628e-01,7.06556855e-03,2.28150588e+00,8.53095158e+01,7.74008197e+01,1.91344709e-01,9.38615703e+01
7.69454437e+03,5.11042105e+00,5.15374120e-01,7.38548120e-01,7.06919609e-03,2.28151798e+00,8.53097674e+01,7.74008695e+01,1.91344391e-01,9.38615796e+01
7.69455007e+03,5.22516158e+00,5.25161828e-01,7.38530440e-01,7.07285382e-03,2.28153009e+00,8.53100192e+01,7.74009193e+01,1.91344073e-01,9.38615888e+01
7.69455514e+03,5.32275273e+00,5.33824226e-01,7.38514557e-01,7.07613511e-03,2.28154089e+00,8.53102436e+01,7.74009636e+01,1.91343789e-01,9.38615971e+01
7.69456022e+03,5.41601521e+00,5.42429677e-01,7.38498548e-01,7.07943796e-03,2.28155169e+00,8.53104682e+01,7.74010080e+01,1.91343505e-01,9.38616054e+01
7.69456530e+03,5.50494097e+00,5.50972070e-01,7.38482416e-01,7.08276125e-03,2.28156249e+00,8.53106930e+01,7.74010524e+01,1.91343222e-01,9.38616136e+01
7.69457037e+03,5.58952333e+00,5.59445490e-01,7.38466168e-01,7.08610390e-03,2.28157330e+00,8.53109180e+01,7.74010967e+01,1.91342938e-01,9.38616219e+01
7.69457545e+03,5.66975710e+00,5.67844238e-01,7.38449809e-01,7.08946484e-03,2.28158412e+00,8.53111431e+01,7.74011411e+01,1.91342654e-01,9.38616301e+01
7.69458053e+03,5.74563873e+00,5.76162838e-01,7.38433343e-01,7.09284298e-03,2.28159495e+00,8.53113685e+01,7.74011855e+01,1.91342371e-01,9.38616384e+01
7.69458560e+03,5.81716645e+00,5.84396055e-01,7.38416776e-01,7.09623730e-03,2.28160578e+00,8.53115940e+01,7.74012299e+01,1.91342087e-01,9.38616466e+01
7.69459068e+03,5.88434038e+00,5.92538901e-01,7.38400113e-01,7.09964675e-03,2.28161662e+00,8.53118197e+01,7.74012742e+01,1.91341803e-01,9.38616549e+01
7.69459576e+03,5.94716268e+00,6.00586649e-01,7.38383360e-01,7.10307030e-03,2.28162746e+00,8.53120456e+01,7.74013186e+01,1.91341520e-01,9.38616632e+01
7.69460083e+03,6.00563763e+00,6.08534840e-01,7.38366523e-01,7.10650696e-03,2.28163832e+00,8.53122717e+01,7.74013630e+01,1.91341236e-01,9.38616714e+01
7.69460591e+03,6.05977180e+00,6.16379290e-01,7.38349607e-01,7.10995573e-03,2.28164918e+00,8.53124980e+01,7.74014074e+01,1.91340952e-01,9.38616797e+01
7.69461099e+03,6.10957408e+00,6.24116097e-01,7.38332618e-01,7.11341562e-03,2.28166004e+00,8.53127244e+01,7.74014518e+01,1.91340669e-01,9.38616879e+01
7.69461606e+03,6.15505581e+00,6.31741644e-01,7.38315561e-01,7.11688567e-03,2.28167092e+00,8.53129511e+01,7.74014961e+01,1.91340385e-01,9.38616962e+01
7.69462114e+03,6.19623087e+00,6.39252602e-01,7.38298444e-01,7.12036493e-03,2.28168180e+00,8.53131779e+01,7.74015405e+01,1.91340101e-01,9.38617045e+01
7.69462621e+03,6.23311570e+00,6.46645933e-01,7.38281270e-01,7.12385244e-03,2.28169268e+00,8.53134050e+01,7.74015849e+01,1.91339817e-01,9.38617127e+01
7.69463055e+03,6.26121455e+00,6.52860296e-01,7.38266576e-01,7.12683451e-03,2.28170198e+00,8.53135989e+01,7.74016228e+01,1.91339575e-01,9.38617198e+01
7.69463488e+03,6.28621612e+00,6.58985447e-01,7.38251849e-01,7.12982134e-03,2.28171128e+00,8.53137929e+01,7.74016607e+01,1.91339333e-01,9.38617268e+01
7.69463921e+03,6.30813525e+00,6.65019998e-01,7.38237093e-01,7.13281238e-03,2.28172059e+00,8.53139871e+01,7.74016986e+01,1.91339091e-01,9.38617339e+01
7.69464354e+03,6.32698821e+00,6.70962713e-01,7.38222313e-01,7.13580705e-03,2.28172990e+00,8.53141814e+01,7.74017365e+01,1.91338849e-01,9.38617409e+01
7.69464788e+03,6.34279270e+00,6.76812506e-01,7.38207511e-01,7.13880482e-03,2.28173922e+00,8.53143759e+01,7.74017744e+01,1.91338606e-01,9.38617480e+01
