t_ms,V_mV,n,h,alpha,volL_L,PAO2_mmHg,PaO2_mmHg,gtonic_nS,SaO2_pct
7.51197743e+03,-2.38156858e+01,9.35043572e-01,7.84803683e-01,1.54862964e-03,2.01006727e+00,7.83387374e+01,7.68987270e+01,1.94563313e-01,9.37671563e+01
7.51201404e+03,-2.44888475e+01,9.34328890e-01,7.84793255e-01,1.54876762e-03,2.01008902e+00,7.83394047e+01,7.68986606e+01,1.94563740e-01,9.37671436e+01
7.51203687e+03,-2.49027161e+01,9.33834984e-01,7.84787043e-01,1.54884118e-03,2.01010259e+00,7.83398208e+01,7.68986192e+01,1.94564007e-01,9.37671358e+01
7.51205971e+03,-2.53121886e+01,9.33303041e-01,7.84781042e-01,1.54890617e-03,2.01011616e+00,7.83402370e+01,7.68985777e+01,1.94564273e-01,9.37671279e+01
7.51208254e+03,-2.57174211e+01,9.32732123e-01,7.84775245e-01,1.54896334e-03,2.01012973e+00,7.83406530e+01,7.68985363e+01,1.94564539e-01,9.37671200e+01
7.51210537e+03,-2.61185656e+01,9.32121226e-01,7.84769641e-01,1.54901337e-03,2.01014330e+00,7.83410691e+01,7.68984950e+01,1.94564805e-01,9.37671122e+01
7.51212821e+03,-2.65157694e+01,9.31469278e-01,7.84764224e-01,1.54905687e-03,2.01015687e+00,7.83414851e+01,7.68984536e+01,1.94565071e-01,9.37671043e+01
7.51215104e+03,-2.69091735e+01,9.30775143e-01,7.84758984e-01,1.54909439e-03,2.01017044e+00,7.83419010e+01,7.68984122e+01,1.94565337e-01,9.37670965e+01
7.51217388e+03,-2.72989117e+01,9.30037621e-01,7.84753916e-01,1.54912643e-03,2.01018401e+00,7.83423169e+01,7.68983709e+01,1.94565602e-01,9.37670886e+01
7.51219671e+03,-2.76851096e+01,9.29255447e-01,7.84749011e-01,1.54915345e-03,2.01019758e+00,7.83427328e+01,7.68983296e+01,1.94565868e-01,9.37670808e+01
7.51221954e+03,-2.80678835e+01,9.28427298e-01,7.84744265e-01,1.54917587e-03,2.01021114e+00,7.83431486e+01,7.68982883e+01,1.94566134e-01,9.37670729e+01
7.51224238e+03,-2.84473392e+01,9.27551786e-01,7.84739669e-01,1.54919405e-03,2.01022471e+00,7.83435644e+01,7.68982470e+01,1.94566399e-01,9.37670651e+01
7.51226521e+03,-2.88235713e+01,9.26627466e-01,7.84735219e-01,1.54920835e-03,2.01023828e+00,7.83439801e+01,7.68982057e+01,1.94566664e-01,9.37670572e+01
7.51228805e+03,-2.91966626e+01,9.25652836e-01,7.84730909e-01,1.54921906e-03,2.01025184e+00,7.83443958e+01,7.68981644e+01,1.94566930e-01,9.37670494e+01
7.51231088e+03,-2.95666826e+01,9.24626337e-01,7.84726733e-01,1.54922648e-03,2.01026540e+00,7.83448114e+01,7.68981232e+01,1.94567195e-01,9.37670415e+01
7.51233371e+03,-2.99336879e+01,9.23546354e-01,7.84722687e-01,1.54923086e-03,2.01027897e+00,7.83452270e+01,7.68980819e+01,1.94567460e-01,9.37670337e+01
7.51235655e+03,-3.02977210e+01,9.22411225e-01,7.84718766e-01,1.54923245e-03,2.01029253e+00,7.83456425e+01,7.68980407e+01,1.94567725e-01,9.37670259e+01
7.51237938e+03,-3.06588105e+01,9.21219238e-01,7.84714965e-01,1.54923146e-03,2.01030609e+00,7.83460580e+01,7.68979995e+01,1.94567990e-01,9.37670180e+01
7.51240222e+03,-3.10169708e+01,9.19968636e-01,7.84711279e-01,1.54922808e-03,2.01031965e+00,7.83464734e+01,7.68979583e+01,1.94568255e-01,9.37670102e+01
7.51242505e+03,-3.13722024e+01,9.18657623e-01,7.84707705e-01,1.54922250e-03,2.01033322e+00,7.83468887e+01,7.68979171e+01,1.94568519e-01,9.37670024e+01
7.51244789e+03,-3.17244919e+01,9.17284364e-01,7.84704238e-01,1.54921489e-03,2.01034678e+00,7.83473040e+01,7.68978760e+01,1.94568784e-01,9.37669946e+01
7.51247072e+03,-3.20738130e+01,9.15846996e-01,7.84700875e-01,1.54920540e-03,2.01036033e+00,7.83477192e+01,7.68978348e+01,1.94569048e-01,9.37669867e+01
7.51249355e+03,-3.24201266e+01,9.14343629e-01,7.84697611e-01,1.54919417e-03,2.01037389e+00,7.83481344e+01,7.68977937e+01,1.94569313e-01,9.37669789e+01
7.51251394e+03,-3.27266723e+01,9.12944390e-01,7.84694780e-01,1.54918279e-03,2.01038599e+00,7.83485050e+01,7.68977570e+01,1.94569549e-01,9.37669720e+01
7.51253432e+03,-3.30307383e+01,9.11489679e-01,7.84692023e-01,1.54917021e-03,2.01039809e+00,7.83488755e+01,7.68977203e+01,1.94569784e-01,9.37669650e+01
7.51255470e+03,-3.33322753e+01,9.09978126e-01,7.84689337e-01,1.54915651e-03,2.01041019e+00,7.83492459e+01,7.68976836e+01,1.94570020e-01,9.37669580e+01
7.51257508e+03,-3.36312286e+01,9.08408363e-01,7.84686721e-01,1.54914178e-03,2.01042229e+00,7.83496163e+01,7.68976469e+01,1.94570256e-01,9.37669510e+01
7.51259990e+03,-3.39917112e+01,9.06416161e-01,7.84683626e-01,1.54912253e-03,2.01043703e+00,7.83500674e+01,7.68976023e+01,1.94570543e-01,9.37669426e+01
7.51262472e+03,-3.43481580e+01,9.04333171e-01,7.84680627e-01,1.54910195e-03,2.01045176e+00,7.83505183e+01,7.68975577e+01,1.94570830e-01,9.37669341e+01
7.51264954e+03,-3.47004464e+01,9.02156984e-01,7.84677721e-01,1.54908015e-03,2.01046649e+00,7.83509692e+01,7.68975131e+01,1.94571116e-01,9.37669256e+01
7.51268046e+03,-3.51332803e+01,8.99312203e-01,7.84674224e-01,1.54905144e-03,2.01048484e+00,7.83515307e+01,7.68974575e+01,1.94571473e-01,9.37669151e+01
7.51271368e+03,-3.55905079e+01,8.96086297e-01,7.84670613e-01,1.54901884e-03,2.01050455e+00,7.83521337e+01,7.68973979e+01,1.94571857e-01,9.37669037e+01
7.51274689e+03,-3.60394551e+01,8.92678992e-01,7.84667146e-01,1.54898461e-03,2.01052425e+00,7.83527367e+01,7.68973383e+01,1.94572240e-01,9.37668924e+01
7.51278010e+03,-3.64798095e+01,8.89085383e-01,7.84663814e-01,1.54894892e-03,2.01054395e+00,7.83533395e+01,7.68972788e+01,1.94572623e-01,9.37668811e+01
7.51281331e+03,-3.69112681e+01,8.85300942e-01,7.84660611e-01,1.54891191e-03,2.01056365e+00,7.83539421e+01,7.68972192e+01,1.94573005e-01,9.37668698e+01
7.51283861e+03,-3.72337734e+01,8.82287646e-01,7.84658253e-01,1.54888292e-03,2.01057866e+00,7.83544011e+01,7.68971739e+01,1.94573297e-01,9.37668612e+01
7.51286391e+03,-3.75508276e+01,8.79159632e-01,7.84655963e-01,1.54885330e-03,2.01059366e+00,7.83548600e+01,7.68971286e+01,1.94573588e-01,9.37668526e+01
7.51288921e+03,-3.78623160e+01,8.75915467e-01,7.84653739e-01,1.54882310e-03,2.01060867e+00,7.83553188e+01,7.68970833e+01,1.94573879e-01,9.37668439e+01
7.51291450e+03,-3.81681313e+01,8.72553919e-01,7.84651576e-01,1.54879237e-03,2.01062367e+00,7.83557775e+01,7.68970380e+01,1.94574170e-01,9.37668353e+01
7.51293980e+03,-3.84681741e+01,8.69073963e-01,7.84649474e-01,1.54876114e-03,2.01063867e+00,7.83562362e+01,7.68969928e+01,1.94574461e-01,9.37668267e+01
7.51296510e+03,-3.87623528e+01,8.65474794e-01,7.84647429e-01,1.54872945e-03,2.01065367e+00,7.83566948e+01,7.68969475e+01,1.94574752e-01,9.37668181e+01
7.51299040e+03,-3.90505845e+01,8.61755840e-01,7.84645439e-01,1.54869733e-03,2.01066866e+00,7.83571533e+01,7.68969023e+01,1.94575042e-01,9.37668096e+01
7.51301570e+03,-3.93327948e+01,8.57916772e-01,7.84643502e-01,1.54866483e-03,2.01068366e+00,7.83576117e+01,7.68968571e+01,1.94575333e-01,9.37668010e+01
7.51303966e+03,-3.95945406e+01,8.54168848e-01,7.84641714e-01,1.54863370e-03,2.01069787e+00,7.83580459e+01,7.68968143e+01,1.94575608e-01,9.37667928e+01
7.51306363e+03,-3.98507747e+01,8.50313189e-01,7.84639969e-01,1.54860227e-03,2.01071207e+00,7.83584801e+01,7.68967715e+01,1.94575883e-01,9.37667847e+01
7.51308760e+03,-4.01014558e+01,8.46350150e-01,7.84638266e-01,1.54857056e-03,2.01072627e+00,7.83589142e+01,7.68967287e+01,1.94576158e-01,9.37667766e+01
7.51311156e+03,-4.03465498e+01,8.42280303e-01,7.84636604e-01,1.54853859e-03,2.01074048e+00,7.83593482e+01,7.68966860e+01,1.94576433e-01,9.37667684e+01
7.51313553e+03,-4.05860301e+01,8.38104434e-01,7.84634980e-01,1.54850638e-03,2.01075468e+00,7.83597821e+01,7.68966432e+01,1.94576708e-01,9.37667603e+01
7.51315950e+03,-4.08198770e+01,8.33823546e-01,7.84633393e-01,1.54847394e-03,2.01076888e+00,7.83602160e+01,7.68966005e+01,1.94576982e-01,9.37667522e+01
7.51318347e+03,-4.10480782e+01,8.29438860e-01,7.84631843e-01,1.54844129e-03,2.01078308e+00,7.83606498e+01,7.68965578e+01,1.94577257e-01,9.37667441e+01
7.51320743e+03,-4.12706284e+01,8.24951810e-01,7.84630326e-01,1.54840845e-03,2.01079728e+00,7.83610836e+01,7.68965151e+01,1.94577531e-01,9.37667360e+01
7.51323140e+03,-4.14875294e+01,8.20364043e-01,7.84628842e-01,1.54837542e-03,2.01081147e+00,7.83615172e+01,7.68964724e+01,1.94577805e-01,9.37667279e+01
7.51325537e+03,-4.16987900e+01,8.15677413e-01,7.84627390e-01,1.54834222e-03,2.01082567e+00,7.83619508e+01,7.68964298e+01,1.94578080e-01,9.37667198e+01
7.51327933e+03,-4.19044257e+01,8.10893976e-01,7.84625968e-01,1.54830887e-03,2.01083986e+00,7.83623843e+01,7.68963871e+01,1.94578354e-01,9.37667117e+01
7.51330330e+03,-4.21044590e+01,8.06015983e-01,7.84624575e-01,1.54827536e-03,2.01085406e+00,7.83628178e+01,7.68963445e+01,1.94578628e-01,9.37667036e+01
7.51332727e+03,-4.22989187e+01,8.01045873e-01,7.84623209e-01,1.54824172e-03,2.01086825e+00,7.83632512e+01,7.68963019e+01,1.94578902e-01,9.37666955e+01
7.51335123e+03,-4.24878400e+01,7.95986265e-01,7.84621871e-01,1.54820795e-03,2.01088244e+00,7.83636845e+01,7.68962593e+01,1.94579175e-01,9.37666874e+01
7.51337520e+03,-4.26712646e+01,7.90839945e-01,7.84620558e-01,1.54817405e-03,2.01089663e+00,7.83641177e+01,7.68962167e+01,1.94579449e-01,9.37666793e+01
7.51339917e+03,-4.28492398e+01,7.85609859e-01,7.84619270e-01,1.54814005e-03,2.01091082e+00,7.83645509e+01,7.68961742e+01,1.94579723e-01,9.37666712e+01
7.51342525e+03,-4.30368215e+01,7.79825725e-01,7.84617895e-01,1.54810291e-03,2.01092626e+00,7.83650223e+01,7.68961279e+01,1.94580020e-01,9.37666624e+01
7.51345134e+03,-4.32180866e+01,7.73950193e-01,7.84616546e-01,1.54806566e-03,2.01094170e+00,7.83654936e+01,7.68960816e+01,1.94580318e-01,9.37666536e+01
7.51347743e+03,-4.33931186e+01,7.67987605e-01,7.84615223e-01,1.54802830e-03,2.01095714e+00,7.83659648e+01,7.68960353e+01,1.94580615e-01,9.37666448e+01
7.51350351e+03,-4.35620076e+01,7.61942453e-01,7.84613924e-01,1.54799084e-03,2.01097258e+00,7.83664359e+01,7.68959890e+01,1.94580913e-01,9.37666360e+01
7.51352960e+03,-4.37248502e+01,7.55819359e-01,7.84612648e-01,1.54795329e-03,2.01098801e+00,7.83669070e+01,7.68959428e+01,1.94581210e-01,9.37666272e+01
7.51355569e+03,-4.38817489e+01,7.49623056e-01,7.84611394e-01,1.54791564e-03,2.01100345e+00,7.83673780e+01,7.68958966e+01,1.94581507e-01,9.37666184e+01
7.51358764e+03,-4.40660184e+01,7.41939430e-01,7.84609887e-01,1.54786942e-03,2.01102235e+00,7.83679548e+01,7.68958400e+01,1.94581871e-01,9.37666077e+01
7.51361960e+03,-4.42417382e+01,7.34162170e-01,7.84608409e-01,1.54782308e-03,2.01104126e+00,7.83685315e+01,7.68957835e+01,1.94582234e-01,9.37665969e+01
7.51365156e+03,-4.44091262e+01,7.26300374e-01,7.84606960e-01,1.54777663e-03,2.01106016e+00,7.83691081e+01,7.68957269e+01,1.94582598e-01,9.37665862e+01
7.51368352e+03,-4.45684089e+01,7.18363182e-01,7.84605537e-01,1.54773009e-03,2.01107906e+00,7.83696846e+01,7.68956704e+01,1.94582961e-01,9.37665755e+01
7.51371547e+03,-4.47198198e+01,7.10359728e-01,7.84604139e-01,1.54768347e-03,2.01109796e+00,7.83702610e+01,7.68956139e+01,1.94583324e-01,9.37665647e+01
7.51375527e+03,-4.48977292e+01,7.00314052e-01,7.84602431e-01,1.54762529e-03,2.01112149e+00,7.83709785e+01,7.68955437e+01,1.94583776e-01,9.37665514e+01
7.51379333e+03,-4.50572277e+01,6.90640170e-01,7.84600829e-01,1.54756955e-03,2.01114399e+00,7.83716645e+01,7.68954765e+01,1.94584207e-01,9.37665386e+01
7.51383139e+03,-4.52067478e+01,6.80915784e-01,7.84599256e-01,1.54751371e-03,2.01116649e+00,7.83723504e+01,7.68954093e+01,1.94584639e-01,9.37665259e+01
7.51386945e+03,-4.53467086e+01,6.71155291e-01,7.84597709e-01,1.54745779e-03,2.01118898e+00,7.83730360e+01,7.68953423e+01,1.94585070e-01,9.37665131e+01
7.51390750e+03,-4.54775294e+01,6.61372608e-01,7.84596187e-01,1.54740179e-03,2.01121148e+00,7.83737215e+01,7.68952752e+01,1.94585501e-01,9.37665004e+01
7.51394556e+03,-4.55996267e+01,6.51581108e-01,7.84594688e-01,1.54734572e-03,2.01123396e+00,7.83744068e+01,7.68952082e+01,1.94585932e-01,9.37664876e+01
7.51398362e+03,-4.57134124e+01,6.41793563e-01,7.84593211e-01,1.54728959e-03,2.01125645e+00,7.83750920e+01,7.68951412e+01,1.94586362e-01,9.37664749e+01
7.51402168e+03,-4.58192920e+01,6.32022106e-01,7.84591752e-01,1.54723340e-03,2.01127893e+00,7.83757769e+01,7.68950743e+01,1.94586793e-01,9.37664622e+01
7.51405974e+03,-4.59176626e+01,6.22278195e-01,7.84590313e-01,1.54717716e-03,2.01130141e+00,7.83764617e+01,7.68950074e+01,1.94587223e-01,9.37664495e+01
7.51409780e+03,-4.60089114e+01,6.12572596e-01,7.84588889e-01,1.54712087e-03,2.01132389e+00,7.83771462e+01,7.68949405e+01,1.94587652e-01,9.37664368e+01
7.51413585e+03,-4.60934151e+01,6.02915368e-01,7.84587482e-01,1.54706454e-03,2.01134636e+00,7.83778306e+01,7.68948737e+01,1.94588082e-01,9.37664241e+01
7.51417391e+03,-4.61715381e+01,5.93315859e-01,7.84586088e-01,1.54700816e-03,2.01136883e+00,7.83785149e+01,7.68948070e+01,1.94588511e-01,9.37664114e+01
7.51421197e+03,-4.62436325e+01,5.83782711e-01,7.84584708e-01,1.54695176e-03,2.01139130e+00,7.83791989e+01,7.68947402e+01,1.94588940e-01,9.37663987e+01
7.51425003e+03,-4.63100371e+01,5.74323866e-01,7.84583339e-01,1.54689532e-03,2.01141376e+00,7.83798828e+01,7.68946735e+01,1.94589369e-01,9.37663860e+01
7.51428809e+03,-4.63710768e+01,5.64946587e-01,7.84581982e-01,1.54683885e-03,2.01143622e+00,7.83805665e+01,7.68946069e+01,1.94589797e-01,9.37663734e+01
7.51432615e+03,-4.64270630e+01,5.55657470e-01,7.84580635e-01,1.54678236e-03,2.01145868e+00,7.83812500e+01,7.68945403e+01,1.94590225e-01,9.37663607e+01
7.51436421e+03,-4.64782926e+01,5.46462474e-01,7.84579297e-01,1.54672584e-03,2.01148114e+00,7.83819333e+01,7.68944737e+01,1.94590653e-01,9.37663481e+01
7.51440226e+03,-4.65250490e+01,5.37366943e-01,7.84577967e-01,1.54666930e-03,2.01150359e+00,7.83826164e+01,7.68944072e+01,1.94591081e-01,9.37663354e+01
7.51444032e+03,-4.65676014e+01,5.28375634e-01,7.84576645e-01,1.54661275e-03,2.01152604e+00,7.83832994e+01,7.68943407e+01,1.94591508e-01,9.37663228e+01
7.51447838e+03,-4.66062052e+01,5.19492749e-01,7.84575330e-01,1.54655618e-03,2.01154849e+00,7.83839822e+01,7.68942743e+01,1.94591935e-01,9.37663102e+01
7.51451644e+03,-4.66411025e+01,5.10721964e-01,7.84574021e-01,1.54649959e-03,2.01157093e+00,7.83846648e+01,7.68942079e+01,1.94592362e-01,9.37662975e+01
7.51454868e+03,-4.66679370e+01,5.03381638e-01,7.84572917e-01,1.54645164e-03,2.01158994e+00,7.83852429e+01,7.68941516e+01,1.94592723e-01,9.37662869e+01
7.51458092e+03,-4.66924079e+01,4.96125731e-01,7.84571816e-01,1.54640368e-03,2.01160895e+00,7.83858209e+01,7.68940954e+01,1.94593085e-01,9.37662762e+01
7.51461317e+03,-4.67146409e+01,4.88955691e-01,7.84570718e-01,1.54635572e-03,2.01162796e+00,7.83863988e+01,7.68940393e+01,1.94593446e-01,9.37662655e+01
7.51464541e+03,-4.67347554e+01,4.81872753e-01,7.84569624e-01,1.54630775e-03,2.01164696e+00,7.83869766e+01,7.68939831e+01,1.94593807e-01,9.37662548e+01
7.51467765e+03,-4.67528649e+01,4.74877955e-01,7.84568533e-01,1.54625977e-03,2.01166597e+00,7.83875542e+01,7.68939270e+01,1.94594167e-01,9.37662442e+01
7.51470989e+03,-4.67690773e+01,4.67972147e-01,7.84567443e-01,1.54621179e-03,2.01168497e+00,7.83881317e+01,7.68938709e+01,1.94594528e-01,9.37662335e+01
7.51474213e+03,-4.67834946e+01,4.61156005e-01,7.84566356e-01,1.54616380e-03,2.01170397e+00,7.83887091e+01,7.68938149e+01,1.94594888e-01,9.37662229e+01
7.51477438e+03,-4.67962136e+01,4.54430045e-01,7.84565271e-01,1.54611581e-03,2.01172296e+00,7.83892863e+01,7.68937589e+01,1.94595248e-01,9.37662122e+01
7.51480662e+03,-4.68073262e+01,4.47794630e-01,7.84564188e-01,1.54606782e-03,2.01174196e+00,7.83898634e+01,7.68937029e+01,1.94595608e-01,9.37662016e+01
7.51483886e+03,-4.68169191e+01,4.41249984e-01,7.84563106e-01,1.54601982e-03,2.01176095e+00,7.83904404e+01,7.68936469e+01,1.94595968e-01,9.37661909e+01
7.51487811e+03,-4.68266636e+01,4.33406233e-01,7.84561791e-01,1.54596140e-03,2.01178406e+00,7.83911426e+01,7.68935788e+01,1.94596406e-01,9.37661780e+01
7.51491735e+03,-4.68344169e+01,4.25697040e-01,7.84560478e-01,1.54590298e-03,2.01180717e+00,7.83918445e+01,7.68935108e+01,1.94596843e-01,9.37661651e+01
7.51495660e+03,-4.68403090e+01,4.18122103e-01,7.84559165e-01,1.54584455e-03,2.01183028e+00,7.83925463e+01,7.68934428e+01,1.94597280e-01,9.37661521e+01
7.51499585e+03,-4.68444610e+01,4.10680907e-01,7.84557854e-01,1.54578613e-03,2.01185339e+00,7.83932479e+01,7.68933748e+01,1.94597717e-01,9.37661392e+01
7.51503509e+03,-4.68469856e+01,4.03372743e-01,7.84556543e-01,1.54572770e-03,2.01187649e+00,7.83939493e+01,7.68933069e+01,1.94598153e-01,9.37661263e+01
7.51507434e+03,-4.68479880e+01,3.96196733e-01,7.84555232e-01,1.54566928e-03,2.01189959e+00,7.83946505e+01,7.68932390e+01,1.94598590e-01,9.37661134e+01
7.51511359e+03,-4.68475660e+01,3.89151845e-01,7.84553921e-01,1.54561086e-03,2.01192268e+00,7.83953515e+01,7.68931712e+01,1.94599026e-01,9.37661005e+01
7.51515283e+03,-4.68458107e+01,3.82236912e-01,7.84552610e-01,1.54555244e-03,2.01194578e+00,7.83960523e+01,7.68931034e+01,1.94599461e-01,9.37660876e+01
7.51519208e+03,-4.68428066e+01,3.75450647e-01,7.84551299e-01,1.54549402e-03,2.01196887e+00,7.83967529e+01,7.68930357e+01,1.94599897e-01,9.37660748e+01
7.51523133e+03,-4.68386325e+01,3.68791660e-01,7.84549987e-01,1.54543561e-03,2.01199195e+00,7.83974534e+01,7.68929680e+01,1.94600332e-01,9.37660619e+01
7.51527909e+03,-4.68320789e+01,3.60856716e-01,7.84548390e-01,1.54536453e-03,2.01202005e+00,7.83983056e+01,7.68928857e+01,1.94600861e-01,9.37660463e+01
7.51532473e+03,-4.68244102e+01,3.53446203e-01,7.84546862e-01,1.54529661e-03,2.01204688e+00,7.83991196e+01,7.68928070e+01,1.94601367e-01,9.37660313e+01
7.51537037e+03,-4.68154654e+01,3.46200648e-01,7.84545332e-01,1.54522870e-03,2.01207372e+00,7.83999334e+01,7.68927285e+01,1.94601872e-01,9.37660164e+01
7.51541602e+03,-4.68053333e+01,3.39117363e-01,7.84543800e-01,1.54516080e-03,2.01210055e+00,7.84007470e+01,7.68926500e+01,1.94602376e-01,9.37660015e+01
7.51546166e+03,-4.67940952e+01,3.32193582e-01,7.84542266e-01,1.54509291e-03,2.01212738e+00,7.84015603e+01,7.68925715e+01,1.94602880e-01,9.37659866e+01
7.51550730e+03,-4.67818258e+01,3.25426477e-01,7.84540730e-01,1.54502503e-03,2.01215420e+00,7.84023733e+01,7.68924932e+01,1.94603384e-01,9.37659717e+01
7.51556261e+03,-4.67656729e+01,3.17431968e-01,7.84538865e-01,1.54494278e-03,2.01218670e+00,7.84033582e+01,7.68923982e+01,1.94603994e-01,9.37659536e+01
7.51561791e+03,-4.67482152e+01,3.09658127e-01,7.84536996e-01,1.54486055e-03,2.01221919e+00,7.84043427e+01,7.68923034e+01,1.94604604e-01,9.37659356e+01
7.51567322e+03,-4.67295515e+01,3.02099734e-01,7.84535123e-01,1.54477834e-03,2.01225167e+00,7.84053268e+01,7.68922087e+01,1.94605213e-01,9.37659176e+01
7.51572853e+03,-4.67097702e+01,2.94751552e-01,7.84533244e-01,1.54469614e-03,2.01228415e+00,7.84063105e+01,7.68921140e+01,1.94605821e-01,9.37658996e+01
7.51578384e+03,-4.66889505e+01,2.87608352e-01,7.84531361e-01,1.54461396e-03,2.01231662e+00,7.84072939e+01,7.68920194e+01,1.94606429e-01,9.37658816e+01
7.51583915e+03,-4.66671635e+01,2.80664933e-01,7.84529473e-01,1.54453180e-03,2.01234909e+00,7.84082769e+01,7.68919250e+01,1.94607037e-01,9.37658637e+01
7.51589445e+03,-4.66444725e+01,2.73916134e-01,7.84527579e-01,1.54444966e-03,2.01238155e+00,7.84092595e+01,7.68918306e+01,1.94607644e-01,9.37658457e+01
7.51594976e+03,-4.66209343e+01,2.67356853e-01,7.84525679e-01,1.54436753e-03,2.01241400e+00,7.84102418e+01,7.68917362e+01,1.94608250e-01,9.37658278e+01
7.51601616e+03,-4.65916271e+01,2.59725330e-01,7.84523391e-01,1.54426897e-03,2.01245295e+00,7.84114205e+01,7.68916231e+01,1.94608977e-01,9.37658063e+01
7.51607906e+03,-4.65628745e+01,2.52733369e-01,7.84521215e-01,1.54417562e-03,2.01248985e+00,7.84125366e+01,7.68915161e+01,1.94609665e-01,9.37657860e+01
7.51614197e+03,-4.65332176e+01,2.45965210e-01,7.84519030e-01,1.54408231e-03,2.01252673e+00,7.84136523e+01,7.68914091e+01,1.94610353e-01,9.37657656e+01
7.51620487e+03,-4.65027065e+01,2.39413875e-01,7.84516838e-01,1.54398902e-03,2.01256361e+00,7.84147674e+01,7.68913023e+01,1.94611039e-01,9.37657453e+01
7.51626777e+03,-4.64713845e+01,2.33072547e-01,7.84514636e-01,1.54389576e-03,2.01260047e+00,7.84158821e+01,7.68911956e+01,1.94611725e-01,9.37657251e+01
7.51633067e+03,-4.64392894e+01,2.26934582e-01,7.84512426e-01,1.54380253e-03,2.01263733e+00,7.84169963e+01,7.68910890e+01,1.94612411e-01,9.37657048e+01
7.51639357e+03,-4.64064538e+01,2.20993510e-01,7.84510206e-01,1.54370933e-03,2.01267419e+00,7.84181100e+01,7.68909824e+01,1.94613095e-01,9.37656845e+01
7.51645648e+03,-4.63729057e+01,2.15243034e-01,7.84507977e-01,1.54361617e-03,2.01271103e+00,7.84192232e+01,7.68908761e+01,1.94613779e-01,9.37656643e+01
7.51651938e+03,-4.63386691e+01,2.09677040e-01,7.84505738e-01,1.54352304e-03,2.01274787e+00,7.84203359e+01,7.68907698e+01,1.94614463e-01,9.37656441e+01
7.51658228e+03,-4.63037642e+01,2.04289587e-01,7.84503490e-01,1.54342994e-03,2.01278469e+00,7.84214481e+01,7.68906636e+01,1.94615145e-01,9.37656239e+01
7.51664518e+03,-4.62682082e+01,1.99074915e-01,7.84501231e-01,1.54333687e-03,2.01282151e+00,7.84225599e+01,7.68905575e+01,1.94615827e-01,9.37656038e+01
7.51670808e+03,-4.62320149e+01,1.94027439e-01,7.84498962e-01,1.54324384e-03,2.01285832e+00,7.84236711e+01,7.68904515e+01,1.94616508e-01,9.37655836e+01
7.51677099e+03,-4.61951958e+01,1.89141746e-01,7.84496683e-01,1.54315085e-03,2.01289513e+00,7.84247819e+01,7.68903457e+01,1.94617189e-01,9.37655635e+01
7.51683389e+03,-4.61577600e+01,1.84412597e-01,7.84494393e-01,1.54305789e-03,2.01293192e+00,7.84258922e+01,7.68902399e+01,1.94617868e-01,9.37655434e+01
7.51689679e+03,-4.61197143e+01,1.79834917e-01,7.84492092e-01,1.54296497e-03,2.01296871e+00,7.84270020e+01,7.68901343e+01,1.94618547e-01,9.37655233e+01
7.51695969e+03,-4.60810636e+01,1.75403800e-01,7.84489780e-01,1.54287209e-03,2.01300549e+00,7.84281114e+01,7.68900288e+01,1.94619226e-01,9.37655033e+01
7.51702259e+03,-4.60418111e+01,1.71114497e-01,7.84487457e-01,1.54277924e-03,2.01304226e+00,7.84292202e+01,7.68899234e+01,1.94619903e-01,9.37654833e+01
7.51709816e+03,-4.59938622e+01,1.66142694e-01,7.84484651e-01,1.54266775e-03,2.01308642e+00,7.84305517e+01,7.68897969e+01,1.94620717e-01,9.37654592e+01
7.51717373e+03,-4.59450466e+01,1.61361274e-01,7.84481828e-01,1.54255633e-03,2.01313057e+00,7.84318824e+01,7.68896705e+01,1.94621529e-01,9.37654352e+01
7.51724929e+03,-4.58953612e+01,1.56762877e-01,7.84478988e-01,1.54244496e-03,2.01317471e+00,7.84332124e+01,7.68895443e+01,1.94622340e-01,9.37654112e+01
7.51732486e+03,-4.58448004e+01,1.52340447e-01,7.84476130e-01,1.54233365e-03,2.01321884e+00,7.84345418e+01,7.68894183e+01,1.94623150e-01,9.37653873e+01
